Token	POS-Tag	OOV	Id	Index	Granularidade	Documento
na	ADP	0	30	10	0	Indivíduo de numero 30 registrado pela equipe do Trecho 05 na cidade de São Francisco Do Sul ( Santa Catarina ) , atraves de monitoramento do tipo Acionamento com a mare Vazia e vento Sudeste . Espécie : Chelonia mydas , Indeterminado Sim , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo .
cidade	NOUN	0	30	11	0	Indivíduo de numero 30 registrado pela equipe do Trecho 05 na cidade de São Francisco Do Sul ( Santa Catarina ) , atraves de monitoramento do tipo Acionamento com a mare Vazia e vento Sudeste . Espécie : Chelonia mydas , Indeterminado Sim , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo .
de	ADP	0	30	12	0	Indivíduo de numero 30 registrado pela equipe do Trecho 05 na cidade de São Francisco Do Sul ( Santa Catarina ) , atraves de monitoramento do tipo Acionamento com a mare Vazia e vento Sudeste . Espécie : Chelonia mydas , Indeterminado Sim , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo .
São	PROPN	0	30	13	0	Indivíduo de numero 30 registrado pela equipe do Trecho 05 na cidade de São Francisco Do Sul ( Santa Catarina ) , atraves de monitoramento do tipo Acionamento com a mare Vazia e vento Sudeste . Espécie : Chelonia mydas , Indeterminado Sim , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo .
Francisco	PROPN	0	30	14	0	Indivíduo de numero 30 registrado pela equipe do Trecho 05 na cidade de São Francisco Do Sul ( Santa Catarina ) , atraves de monitoramento do tipo Acionamento com a mare Vazia e vento Sudeste . Espécie : Chelonia mydas , Indeterminado Sim , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo .
Do	ADP	0	30	15	0	Indivíduo de numero 30 registrado pela equipe do Trecho 05 na cidade de São Francisco Do Sul ( Santa Catarina ) , atraves de monitoramento do tipo Acionamento com a mare Vazia e vento Sudeste . Espécie : Chelonia mydas , Indeterminado Sim , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo .
Sul	PROPN	0	30	16	0	Indivíduo de numero 30 registrado pela equipe do Trecho 05 na cidade de São Francisco Do Sul ( Santa Catarina ) , atraves de monitoramento do tipo Acionamento com a mare Vazia e vento Sudeste . Espécie : Chelonia mydas , Indeterminado Sim , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo .
(	PUNCT	0	30	17	0	Indivíduo de numero 30 registrado pela equipe do Trecho 05 na cidade de São Francisco Do Sul ( Santa Catarina ) , atraves de monitoramento do tipo Acionamento com a mare Vazia e vento Sudeste . Espécie : Chelonia mydas , Indeterminado Sim , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo .
Santa	PROPN	0	30	18	0	Indivíduo de numero 30 registrado pela equipe do Trecho 05 na cidade de São Francisco Do Sul ( Santa Catarina ) , atraves de monitoramento do tipo Acionamento com a mare Vazia e vento Sudeste . Espécie : Chelonia mydas , Indeterminado Sim , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo .
Catarina	PROPN	0	30	19	0	Indivíduo de numero 30 registrado pela equipe do Trecho 05 na cidade de São Francisco Do Sul ( Santa Catarina ) , atraves de monitoramento do tipo Acionamento com a mare Vazia e vento Sudeste . Espécie : Chelonia mydas , Indeterminado Sim , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo .
)	PUNCT	0	30	20	0	Indivíduo de numero 30 registrado pela equipe do Trecho 05 na cidade de São Francisco Do Sul ( Santa Catarina ) , atraves de monitoramento do tipo Acionamento com a mare Vazia e vento Sudeste . Espécie : Chelonia mydas , Indeterminado Sim , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo .
,	PUNCT	0	30	21	0	Indivíduo de numero 30 registrado pela equipe do Trecho 05 na cidade de São Francisco Do Sul ( Santa Catarina ) , atraves de monitoramento do tipo Acionamento com a mare Vazia e vento Sudeste . Espécie : Chelonia mydas , Indeterminado Sim , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo .
atraves	NOUN	1	30	22	0	Indivíduo de numero 30 registrado pela equipe do Trecho 05 na cidade de São Francisco Do Sul ( Santa Catarina ) , atraves de monitoramento do tipo Acionamento com a mare Vazia e vento Sudeste . Espécie : Chelonia mydas , Indeterminado Sim , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo .
de	ADP	0	30	23	0	Indivíduo de numero 30 registrado pela equipe do Trecho 05 na cidade de São Francisco Do Sul ( Santa Catarina ) , atraves de monitoramento do tipo Acionamento com a mare Vazia e vento Sudeste . Espécie : Chelonia mydas , Indeterminado Sim , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo .
monitoramento	NOUN	1	30	24	0	Indivíduo de numero 30 registrado pela equipe do Trecho 05 na cidade de São Francisco Do Sul ( Santa Catarina ) , atraves de monitoramento do tipo Acionamento com a mare Vazia e vento Sudeste . Espécie : Chelonia mydas , Indeterminado Sim , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo .
do	ADP	0	30	25	0	Indivíduo de numero 30 registrado pela equipe do Trecho 05 na cidade de São Francisco Do Sul ( Santa Catarina ) , atraves de monitoramento do tipo Acionamento com a mare Vazia e vento Sudeste . Espécie : Chelonia mydas , Indeterminado Sim , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo .
tipo	NOUN	0	30	26	0	Indivíduo de numero 30 registrado pela equipe do Trecho 05 na cidade de São Francisco Do Sul ( Santa Catarina ) , atraves de monitoramento do tipo Acionamento com a mare Vazia e vento Sudeste . Espécie : Chelonia mydas , Indeterminado Sim , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo .
Acionamento	NOUN	1	30	27	0	Indivíduo de numero 30 registrado pela equipe do Trecho 05 na cidade de São Francisco Do Sul ( Santa Catarina ) , atraves de monitoramento do tipo Acionamento com a mare Vazia e vento Sudeste . Espécie : Chelonia mydas , Indeterminado Sim , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo .
com	ADP	0	30	28	0	Indivíduo de numero 30 registrado pela equipe do Trecho 05 na cidade de São Francisco Do Sul ( Santa Catarina ) , atraves de monitoramento do tipo Acionamento com a mare Vazia e vento Sudeste . Espécie : Chelonia mydas , Indeterminado Sim , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo .
a	DET	0	30	29	0	Indivíduo de numero 30 registrado pela equipe do Trecho 05 na cidade de São Francisco Do Sul ( Santa Catarina ) , atraves de monitoramento do tipo Acionamento com a mare Vazia e vento Sudeste . Espécie : Chelonia mydas , Indeterminado Sim , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo .
mare	PROPN	1	30	30	0	Indivíduo de numero 30 registrado pela equipe do Trecho 05 na cidade de São Francisco Do Sul ( Santa Catarina ) , atraves de monitoramento do tipo Acionamento com a mare Vazia e vento Sudeste . Espécie : Chelonia mydas , Indeterminado Sim , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo .
Vazia	PROPN	1	30	31	0	Indivíduo de numero 30 registrado pela equipe do Trecho 05 na cidade de São Francisco Do Sul ( Santa Catarina ) , atraves de monitoramento do tipo Acionamento com a mare Vazia e vento Sudeste . Espécie : Chelonia mydas , Indeterminado Sim , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo .
e	CCONJ	0	30	32	0	Indivíduo de numero 30 registrado pela equipe do Trecho 05 na cidade de São Francisco Do Sul ( Santa Catarina ) , atraves de monitoramento do tipo Acionamento com a mare Vazia e vento Sudeste . Espécie : Chelonia mydas , Indeterminado Sim , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo .
vento	NOUN	0	30	33	0	Indivíduo de numero 30 registrado pela equipe do Trecho 05 na cidade de São Francisco Do Sul ( Santa Catarina ) , atraves de monitoramento do tipo Acionamento com a mare Vazia e vento Sudeste . Espécie : Chelonia mydas , Indeterminado Sim , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo .
Sudeste	ADJ	0	30	34	0	Indivíduo de numero 30 registrado pela equipe do Trecho 05 na cidade de São Francisco Do Sul ( Santa Catarina ) , atraves de monitoramento do tipo Acionamento com a mare Vazia e vento Sudeste . Espécie : Chelonia mydas , Indeterminado Sim , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo .
.	PUNCT	0	30	35	0	Indivíduo de numero 30 registrado pela equipe do Trecho 05 na cidade de São Francisco Do Sul ( Santa Catarina ) , atraves de monitoramento do tipo Acionamento com a mare Vazia e vento Sudeste . Espécie : Chelonia mydas , Indeterminado Sim , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo .
Espécie	NOUN	1	30	36	0	Indivíduo de numero 30 registrado pela equipe do Trecho 05 na cidade de São Francisco Do Sul ( Santa Catarina ) , atraves de monitoramento do tipo Acionamento com a mare Vazia e vento Sudeste . Espécie : Chelonia mydas , Indeterminado Sim , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo .
:	PUNCT	0	30	37	0	Indivíduo de numero 30 registrado pela equipe do Trecho 05 na cidade de São Francisco Do Sul ( Santa Catarina ) , atraves de monitoramento do tipo Acionamento com a mare Vazia e vento Sudeste . Espécie : Chelonia mydas , Indeterminado Sim , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo .
Chelonia	PROPN	1	30	38	0	Indivíduo de numero 30 registrado pela equipe do Trecho 05 na cidade de São Francisco Do Sul ( Santa Catarina ) , atraves de monitoramento do tipo Acionamento com a mare Vazia e vento Sudeste . Espécie : Chelonia mydas , Indeterminado Sim , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo .
mydas	PROPN	1	30	39	0	Indivíduo de numero 30 registrado pela equipe do Trecho 05 na cidade de São Francisco Do Sul ( Santa Catarina ) , atraves de monitoramento do tipo Acionamento com a mare Vazia e vento Sudeste . Espécie : Chelonia mydas , Indeterminado Sim , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo .
,	PUNCT	0	30	40	0	Indivíduo de numero 30 registrado pela equipe do Trecho 05 na cidade de São Francisco Do Sul ( Santa Catarina ) , atraves de monitoramento do tipo Acionamento com a mare Vazia e vento Sudeste . Espécie : Chelonia mydas , Indeterminado Sim , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo .
Indeterminado	VERB	1	30	41	0	Indivíduo de numero 30 registrado pela equipe do Trecho 05 na cidade de São Francisco Do Sul ( Santa Catarina ) , atraves de monitoramento do tipo Acionamento com a mare Vazia e vento Sudeste . Espécie : Chelonia mydas , Indeterminado Sim , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo .
Sim	ADV	0	30	42	0	Indivíduo de numero 30 registrado pela equipe do Trecho 05 na cidade de São Francisco Do Sul ( Santa Catarina ) , atraves de monitoramento do tipo Acionamento com a mare Vazia e vento Sudeste . Espécie : Chelonia mydas , Indeterminado Sim , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo .
,	PUNCT	0	30	43	0	Indivíduo de numero 30 registrado pela equipe do Trecho 05 na cidade de São Francisco Do Sul ( Santa Catarina ) , atraves de monitoramento do tipo Acionamento com a mare Vazia e vento Sudeste . Espécie : Chelonia mydas , Indeterminado Sim , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo .
,	PUNCT	0	30	44	0	Indivíduo de numero 30 registrado pela equipe do Trecho 05 na cidade de São Francisco Do Sul ( Santa Catarina ) , atraves de monitoramento do tipo Acionamento com a mare Vazia e vento Sudeste . Espécie : Chelonia mydas , Indeterminado Sim , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo .
,	PUNCT	0	30	45	0	Indivíduo de numero 30 registrado pela equipe do Trecho 05 na cidade de São Francisco Do Sul ( Santa Catarina ) , atraves de monitoramento do tipo Acionamento com a mare Vazia e vento Sudeste . Espécie : Chelonia mydas , Indeterminado Sim , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo .
esta	DET	0	30	46	0	Indivíduo de numero 30 registrado pela equipe do Trecho 05 na cidade de São Francisco Do Sul ( Santa Catarina ) , atraves de monitoramento do tipo Acionamento com a mare Vazia e vento Sudeste . Espécie : Chelonia mydas , Indeterminado Sim , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo .
ameacada	NOUN	1	30	47	0	Indivíduo de numero 30 registrado pela equipe do Trecho 05 na cidade de São Francisco Do Sul ( Santa Catarina ) , atraves de monitoramento do tipo Acionamento com a mare Vazia e vento Sudeste . Espécie : Chelonia mydas , Indeterminado Sim , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo .
de	ADP	0	30	48	0	Indivíduo de numero 30 registrado pela equipe do Trecho 05 na cidade de São Francisco Do Sul ( Santa Catarina ) , atraves de monitoramento do tipo Acionamento com a mare Vazia e vento Sudeste . Espécie : Chelonia mydas , Indeterminado Sim , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo .
extincao	NOUN	1	30	49	0	Indivíduo de numero 30 registrado pela equipe do Trecho 05 na cidade de São Francisco Do Sul ( Santa Catarina ) , atraves de monitoramento do tipo Acionamento com a mare Vazia e vento Sudeste . Espécie : Chelonia mydas , Indeterminado Sim , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo .
.	PUNCT	0	30	50	0	Indivíduo de numero 30 registrado pela equipe do Trecho 05 na cidade de São Francisco Do Sul ( Santa Catarina ) , atraves de monitoramento do tipo Acionamento com a mare Vazia e vento Sudeste . Espécie : Chelonia mydas , Indeterminado Sim , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo .
Foi	AUX	0	30	51	0	Indivíduo de numero 30 registrado pela equipe do Trecho 05 na cidade de São Francisco Do Sul ( Santa Catarina ) , atraves de monitoramento do tipo Acionamento com a mare Vazia e vento Sudeste . Espécie : Chelonia mydas , Indeterminado Sim , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo .
encontrado	VERB	0	30	52	0	Indivíduo de numero 30 registrado pela equipe do Trecho 05 na cidade de São Francisco Do Sul ( Santa Catarina ) , atraves de monitoramento do tipo Acionamento com a mare Vazia e vento Sudeste . Espécie : Chelonia mydas , Indeterminado Sim , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo .
Morto	PROPN	1	30	53	0	Indivíduo de numero 30 registrado pela equipe do Trecho 05 na cidade de São Francisco Do Sul ( Santa Catarina ) , atraves de monitoramento do tipo Acionamento com a mare Vazia e vento Sudeste . Espécie : Chelonia mydas , Indeterminado Sim , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo .
em	ADP	0	30	54	0	Indivíduo de numero 30 registrado pela equipe do Trecho 05 na cidade de São Francisco Do Sul ( Santa Catarina ) , atraves de monitoramento do tipo Acionamento com a mare Vazia e vento Sudeste . Espécie : Chelonia mydas , Indeterminado Sim , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo .
ambiente	NOUN	0	30	55	0	Indivíduo de numero 30 registrado pela equipe do Trecho 05 na cidade de São Francisco Do Sul ( Santa Catarina ) , atraves de monitoramento do tipo Acionamento com a mare Vazia e vento Sudeste . Espécie : Chelonia mydas , Indeterminado Sim , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo .
Arenoso	ADJ	1	30	56	0	Indivíduo de numero 30 registrado pela equipe do Trecho 05 na cidade de São Francisco Do Sul ( Santa Catarina ) , atraves de monitoramento do tipo Acionamento com a mare Vazia e vento Sudeste . Espécie : Chelonia mydas , Indeterminado Sim , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo .
com	ADP	0	30	57	0	Indivíduo de numero 30 registrado pela equipe do Trecho 05 na cidade de São Francisco Do Sul ( Santa Catarina ) , atraves de monitoramento do tipo Acionamento com a mare Vazia e vento Sudeste . Espécie : Chelonia mydas , Indeterminado Sim , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo .
o	DET	0	30	58	0	Indivíduo de numero 30 registrado pela equipe do Trecho 05 na cidade de São Francisco Do Sul ( Santa Catarina ) , atraves de monitoramento do tipo Acionamento com a mare Vazia e vento Sudeste . Espécie : Chelonia mydas , Indeterminado Sim , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo .
Cod	PROPN	1	30	59	0	Indivíduo de numero 30 registrado pela equipe do Trecho 05 na cidade de São Francisco Do Sul ( Santa Catarina ) , atraves de monitoramento do tipo Acionamento com a mare Vazia e vento Sudeste . Espécie : Chelonia mydas , Indeterminado Sim , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo .
de	ADP	0	30	60	0	Indivíduo de numero 30 registrado pela equipe do Trecho 05 na cidade de São Francisco Do Sul ( Santa Catarina ) , atraves de monitoramento do tipo Acionamento com a mare Vazia e vento Sudeste . Espécie : Chelonia mydas , Indeterminado Sim , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo .
carcaca	ADJ	1	30	61	0	Indivíduo de numero 30 registrado pela equipe do Trecho 05 na cidade de São Francisco Do Sul ( Santa Catarina ) , atraves de monitoramento do tipo Acionamento com a mare Vazia e vento Sudeste . Espécie : Chelonia mydas , Indeterminado Sim , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo .
4	NUM	0	30	62	0	Indivíduo de numero 30 registrado pela equipe do Trecho 05 na cidade de São Francisco Do Sul ( Santa Catarina ) , atraves de monitoramento do tipo Acionamento com a mare Vazia e vento Sudeste . Espécie : Chelonia mydas , Indeterminado Sim , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo .
e	CCONJ	0	30	63	0	Indivíduo de numero 30 registrado pela equipe do Trecho 05 na cidade de São Francisco Do Sul ( Santa Catarina ) , atraves de monitoramento do tipo Acionamento com a mare Vazia e vento Sudeste . Espécie : Chelonia mydas , Indeterminado Sim , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo .
Não	ADV	0	30	64	0	Indivíduo de numero 30 registrado pela equipe do Trecho 05 na cidade de São Francisco Do Sul ( Santa Catarina ) , atraves de monitoramento do tipo Acionamento com a mare Vazia e vento Sudeste . Espécie : Chelonia mydas , Indeterminado Sim , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo .
apresentava	VERB	0	30	65	0	Indivíduo de numero 30 registrado pela equipe do Trecho 05 na cidade de São Francisco Do Sul ( Santa Catarina ) , atraves de monitoramento do tipo Acionamento com a mare Vazia e vento Sudeste . Espécie : Chelonia mydas , Indeterminado Sim , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo .
oleo	NOUN	1	30	66	0	Indivíduo de numero 30 registrado pela equipe do Trecho 05 na cidade de São Francisco Do Sul ( Santa Catarina ) , atraves de monitoramento do tipo Acionamento com a mare Vazia e vento Sudeste . Espécie : Chelonia mydas , Indeterminado Sim , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo .
.	PUNCT	0	30	67	0	Indivíduo de numero 30 registrado pela equipe do Trecho 05 na cidade de São Francisco Do Sul ( Santa Catarina ) , atraves de monitoramento do tipo Acionamento com a mare Vazia e vento Sudeste . Espécie : Chelonia mydas , Indeterminado Sim , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo .
29	['NOUN', 'ADP', 'NOUN', 'NUM', 'VERB', 'ADP', 'NOUN', 'ADP', 'PROPN', 'NUM', 'ADP', 'NOUN', 'ADP', 'PROPN', 'PROPN', 'ADP', 'PROPN', 'PUNCT', 'PROPN', 'PROPN', 'PUNCT', 'PUNCT', 'NOUN', 'ADP', 'NOUN', 'ADP', 'NOUN', 'NOUN', 'ADP', 'DET', 'PROPN', 'PROPN', 'CCONJ', 'NOUN', 'ADJ', 'PUNCT', 'NOUN', 'PUNCT', 'PROPN', 'PROPN', 'PUNCT', 'VERB', 'ADV', 'PUNCT', 'PUNCT', 'PUNCT', 'DET', 'NOUN', 'ADP', 'NOUN', 'PUNCT', 'AUX', 'VERB', 'PROPN', 'ADP', 'NOUN', 'ADJ', 'ADP', 'DET', 'PROPN', 'ADP', 'ADJ', 'NUM', 'CCONJ', 'ADV', 'VERB', 'NOUN', 'PUNCT']	[1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0]	30	29	1	Indivíduo de numero 30 registrado pela equipe do Trecho 05 na cidade de São Francisco Do Sul ( Santa Catarina ) , atraves de monitoramento do tipo Acionamento com a mare Vazia e vento Sudeste . Espécie : Chelonia mydas , Indeterminado Sim , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo .
Indivíduo	NOUN	1	31	0	0	Indivíduo de numero 31 registrado pela equipe do Trecho 04 na cidade de Penha ( Santa Catarina ) , atraves de monitoramento do tipo Regular com a mare Enchente e vento Oeste . Espécie : Chelonia mydas , Juvenil Sim , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo .
de	ADP	0	31	1	0	Indivíduo de numero 31 registrado pela equipe do Trecho 04 na cidade de Penha ( Santa Catarina ) , atraves de monitoramento do tipo Regular com a mare Enchente e vento Oeste . Espécie : Chelonia mydas , Juvenil Sim , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo .
numero	NOUN	1	31	2	0	Indivíduo de numero 31 registrado pela equipe do Trecho 04 na cidade de Penha ( Santa Catarina ) , atraves de monitoramento do tipo Regular com a mare Enchente e vento Oeste . Espécie : Chelonia mydas , Juvenil Sim , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo .
31	NUM	0	31	3	0	Indivíduo de numero 31 registrado pela equipe do Trecho 04 na cidade de Penha ( Santa Catarina ) , atraves de monitoramento do tipo Regular com a mare Enchente e vento Oeste . Espécie : Chelonia mydas , Juvenil Sim , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo .
registrado	VERB	0	31	4	0	Indivíduo de numero 31 registrado pela equipe do Trecho 04 na cidade de Penha ( Santa Catarina ) , atraves de monitoramento do tipo Regular com a mare Enchente e vento Oeste . Espécie : Chelonia mydas , Juvenil Sim , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo .
pela	ADP	0	31	5	0	Indivíduo de numero 31 registrado pela equipe do Trecho 04 na cidade de Penha ( Santa Catarina ) , atraves de monitoramento do tipo Regular com a mare Enchente e vento Oeste . Espécie : Chelonia mydas , Juvenil Sim , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo .
equipe	NOUN	0	31	6	0	Indivíduo de numero 31 registrado pela equipe do Trecho 04 na cidade de Penha ( Santa Catarina ) , atraves de monitoramento do tipo Regular com a mare Enchente e vento Oeste . Espécie : Chelonia mydas , Juvenil Sim , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo .
do	ADP	0	31	7	0	Indivíduo de numero 31 registrado pela equipe do Trecho 04 na cidade de Penha ( Santa Catarina ) , atraves de monitoramento do tipo Regular com a mare Enchente e vento Oeste . Espécie : Chelonia mydas , Juvenil Sim , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo .
Trecho	PROPN	1	31	8	0	Indivíduo de numero 31 registrado pela equipe do Trecho 04 na cidade de Penha ( Santa Catarina ) , atraves de monitoramento do tipo Regular com a mare Enchente e vento Oeste . Espécie : Chelonia mydas , Juvenil Sim , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo .
04	NUM	0	31	9	0	Indivíduo de numero 31 registrado pela equipe do Trecho 04 na cidade de Penha ( Santa Catarina ) , atraves de monitoramento do tipo Regular com a mare Enchente e vento Oeste . Espécie : Chelonia mydas , Juvenil Sim , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo .
na	ADP	0	31	10	0	Indivíduo de numero 31 registrado pela equipe do Trecho 04 na cidade de Penha ( Santa Catarina ) , atraves de monitoramento do tipo Regular com a mare Enchente e vento Oeste . Espécie : Chelonia mydas , Juvenil Sim , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo .
cidade	NOUN	0	31	11	0	Indivíduo de numero 31 registrado pela equipe do Trecho 04 na cidade de Penha ( Santa Catarina ) , atraves de monitoramento do tipo Regular com a mare Enchente e vento Oeste . Espécie : Chelonia mydas , Juvenil Sim , , , esta ameacada de extincao . Foi encontrado Morto em ambiente Arenoso com o Cod de carcaca 4 e Não apresentava oleo .
